feature,feature_type,n_missing,missing_fraction,n_unique,variance,most_frequent_fraction,is_constant,is_near_zero_variance,is_likely_identifier,is_duplicate,duplicate_of,missingness_class_0,missingness_class_1,n_invalid_or_infinite
id_19,categorical,451222,0.7640837199850984,522,,0.14247261660374108,False,False,False,False,,0.7748987939502735,0.4658084498862701,0
id_20,categorical,451279,0.7641802418125783,394,,0.16020996546053812,False,False,False,False,,0.7749865321815058,0.4661472196680056,0
id_21,categorical,585381,0.9912639279303688,490,,0.49273114944756735,False,False,False,False,,0.9916946990315454,0.9793834389972415,0
id_22,categorical,585371,0.9912469942764249,25,,0.9162313793770556,False,False,False,False,,0.9916771513852989,0.9793834389972415,0
id_23,categorical,585371,0.9912469942764249,3,,0.6749854904236796,False,False,False,False,,0.9916771513852989,0.9793834389972415,0
id_24,categorical,585793,0.9919615944728554,12,,0.5934274278491679,False,False,False,False,,0.9923755477059085,0.980544935391763,0
id_25,categorical,585408,0.9913096487960172,341,,0.4859703819173811,False,False,False,False,,0.9917262847947891,0.9798190001451871,0
id_26,categorical,585377,0.9912571544687913,95,,0.15959713344954485,False,False,False,False,,0.9916859252084221,0.9794318346803466,0
id_27,categorical,585371,0.9912469942764249,2,,0.9972915457535306,False,False,False,False,,0.9916771513852989,0.9793834389972415,0
id_28,categorical,449562,0.7612727334304196,2,,0.5407368525585552,False,False,False,False,,0.7723017423057958,0.4570972269273581,0
id_29,categorical,449562,0.7612727334304196,2,,0.5314729957865766,False,False,False,False,,0.7723017423057958,0.4570972269273581,0
id_30,categorical,512975,0.868654113184543,75,,0.27273899310255917,False,False,False,False,,0.869931581727285,0.8334220587523593,0
id_31,categorical,450258,0.7624513157449114,130,,0.1568269628320098,False,False,False,False,,0.7734405845471918,0.45937182403329624,0
id_32,categorical,512954,0.8686185525112609,4,,0.6840280462970123,False,False,False,False,,0.8699105245517893,0.8329864976044137,0
id_33,categorical,517251,0.8758949436109323,260,,0.23023919005580645,False,False,False,False,,0.8772963288569288,0.8372453177176595,0
id_34,categorical,512735,0.8682477054898906,4,,0.7713000449842555,False,False,False,False,,0.8695858930962296,0.8313410443788414,0
id_35,boolean,449555,0.7612608798726589,2,0.24730491949348243,0.5519310564953719,False,False,False,False,,0.7722964780119219,0.4569036441949378,0
id_36,boolean,449555,0.7612608798726589,2,0.04666800606881975,0.9509238571479235,False,False,False,False,,0.7722964780119219,0.4569036441949378,0
id_37,boolean,449555,0.7612608798726589,2,0.16966815023209642,0.7834308614391602,False,False,False,False,,0.7722964780119219,0.4569036441949378,0
id_38,boolean,449555,0.7612608798726589,2,0.24941004966896488,0.5243252828315069,False,False,False,False,,0.7722964780119219,0.4569036441949378,0
DeviceType,categorical,449730,0.7615572188166763,2,,0.6048221007030751,False,False,False,False,,0.772584259410364,0.4574359967090936,0
DeviceInfo,categorical,471874,0.7990551021099332,1786,,0.4021539446850825,False,False,False,False,,0.8068723601759678,0.583458355514688,0
has_identity,boolean,0,0.0,2,0.18458671088530662,0.7557608290716971,False,False,False,False,,0.0,0.0,0
